stratum,arm,config_id,mock,source,metric,value,MCSE,MCSE_model_repeats,MCSE_sampler,draws,withheld_fallback_only,valid_fraction,limit_fraction,technical_failure_fraction,fence_fraction,other_answer_error_fraction,replacement_fraction,empty_fraction
real,R,sol,False,copenhagen_bluetooth,baseline_AE2,0.005840930126802024,0.0015398592542097231,0.0,0.0015398592542097231,5,False,,,,,,,0.0
real,R,sol,False,snap_collegemsg,baseline_AE2,0.0056808479219702555,0.0032459681847508337,0.0,0.0032459681847508337,5,False,,,,,,,0.0
real,R,sol,False,snap_email_eu,baseline_AE2,0.022097390603300692,0.005854459597495737,0.0,0.005854459597495737,5,False,,,,,,,0.0
real,R,sol,False,snap_mathoverflow,baseline_AE2,0.0045310085670798,0.0012406846214680924,0.0,0.0012406846214680924,5,False,,,,,,,0.0
real,R,sol,False,sp_highschool2013,baseline_AE2,0.02486704458136163,0.008164288779919903,0.0,0.008164288779919903,5,False,,,,,,,0.0
real,R,sol,False,sp_hospital,baseline_AE2,0.04210589674348801,0.0055909765188723575,0.0,0.0055909765188723575,5,False,,,,,,,0.0
real,R,sol,False,copenhagen_bluetooth,plugin_AE2,0.005840930126802024,0.0015398592542097231,0.0,0.0015398592542097231,5,False,,,,,,,0.0
real,R,sol,False,snap_collegemsg,plugin_AE2,0.0056808479219702555,0.0032459681847508337,0.0,0.0032459681847508337,5,False,,,,,,,0.0
real,R,sol,False,snap_email_eu,plugin_AE2,0.022097390603300692,0.005854459597495737,0.0,0.005854459597495737,5,False,,,,,,,0.0
real,R,sol,False,snap_mathoverflow,plugin_AE2,0.0045310085670798,0.0012406846214680924,0.0,0.0012406846214680924,5,False,,,,,,,0.0
real,R,sol,False,sp_highschool2013,plugin_AE2,0.02486704458136163,0.008164288779919903,0.0,0.008164288779919903,5,False,,,,,,,0.0
real,R,sol,False,sp_hospital,plugin_AE2,0.04210589674348801,0.0055909765188723575,0.0,0.0055909765188723575,5,False,,,,,,,0.0
real,R,sol,False,copenhagen_bluetooth,extratrees_pooled_AE2,0.014225750510530499,0.0015634797975703355,0.0,0.0015634797975703355,5,False,,,,,,,0.0
real,R,sol,False,snap_collegemsg,extratrees_pooled_AE2,0.059824317226577724,0.005299673236523668,9.813077866773594e-19,0.005299673236523668,5,False,,,,,,,0.0
real,R,sol,False,snap_email_eu,extratrees_pooled_AE2,0.008791147308085367,0.0031927727364864144,0.0,0.0031927727364864144,5,False,,,,,,,0.0
real,R,sol,False,snap_mathoverflow,extratrees_pooled_AE2,0.021072262217552474,0.003353600781885933,0.0,0.003353600781885933,5,False,,,,,,,0.0
real,R,sol,False,sp_highschool2013,extratrees_pooled_AE2,0.036088852794344484,0.011378987228927868,0.0,0.011378987228927868,5,False,,,,,,,0.0
real,R,sol,False,sp_hospital,extratrees_pooled_AE2,0.04827641451565111,0.010098393524598894,0.0,0.010098393524598894,5,False,,,,,,,0.0
real,R,sol,False,copenhagen_bluetooth,median_AE2,0.1567993430755243,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,sol,False,snap_collegemsg,median_AE2,0.3157949930747082,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,sol,False,snap_email_eu,median_AE2,0.21560074628952602,1.3877787807814457e-17,0.0,1.3877787807814457e-17,5,False,,,,,,,0.0
real,R,sol,False,snap_mathoverflow,median_AE2,0.334460623227364,0.0,1.7554167342883506e-17,0.0,5,False,,,,,,,0.0
real,R,sol,False,sp_highschool2013,median_AE2,0.19543570347008538,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,sol,False,sp_hospital,median_AE2,0.1550009593092644,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,deepseek,False,copenhagen_bluetooth,baseline_AE2,0.005840930126802024,0.0015398592542097231,0.0,0.0015398592542097231,5,False,,,,,,,0.0
real,R,deepseek,False,snap_collegemsg,baseline_AE2,0.0056808479219702555,0.0032459681847508337,0.0,0.0032459681847508337,5,False,,,,,,,0.0
real,R,deepseek,False,snap_email_eu,baseline_AE2,0.022097390603300692,0.005854459597495737,0.0,0.005854459597495737,5,False,,,,,,,0.0
real,R,deepseek,False,snap_mathoverflow,baseline_AE2,0.0045310085670798,0.0012406846214680924,0.0,0.0012406846214680924,5,False,,,,,,,0.0
real,R,deepseek,False,sp_highschool2013,baseline_AE2,0.02486704458136163,0.008164288779919903,0.0,0.008164288779919903,5,False,,,,,,,0.0
real,R,deepseek,False,sp_hospital,baseline_AE2,0.04210589674348801,0.0055909765188723575,0.0,0.0055909765188723575,5,False,,,,,,,0.0
real,R,deepseek,False,copenhagen_bluetooth,plugin_AE2,0.005840930126802024,0.0015398592542097231,0.0,0.0015398592542097231,5,False,,,,,,,0.0
real,R,deepseek,False,snap_collegemsg,plugin_AE2,0.0056808479219702555,0.0032459681847508337,0.0,0.0032459681847508337,5,False,,,,,,,0.0
real,R,deepseek,False,snap_email_eu,plugin_AE2,0.022097390603300692,0.005854459597495737,0.0,0.005854459597495737,5,False,,,,,,,0.0
real,R,deepseek,False,snap_mathoverflow,plugin_AE2,0.0045310085670798,0.0012406846214680924,0.0,0.0012406846214680924,5,False,,,,,,,0.0
real,R,deepseek,False,sp_highschool2013,plugin_AE2,0.02486704458136163,0.008164288779919903,0.0,0.008164288779919903,5,False,,,,,,,0.0
real,R,deepseek,False,sp_hospital,plugin_AE2,0.04210589674348801,0.0055909765188723575,0.0,0.0055909765188723575,5,False,,,,,,,0.0
real,R,deepseek,False,copenhagen_bluetooth,extratrees_pooled_AE2,0.014225750510530499,0.0015634797975703355,0.0,0.0015634797975703355,5,False,,,,,,,0.0
real,R,deepseek,False,snap_collegemsg,extratrees_pooled_AE2,0.059824317226577724,0.005299673236523668,9.813077866773594e-19,0.005299673236523668,5,False,,,,,,,0.0
real,R,deepseek,False,snap_email_eu,extratrees_pooled_AE2,0.008791147308085367,0.0031927727364864144,0.0,0.0031927727364864144,5,False,,,,,,,0.0
real,R,deepseek,False,snap_mathoverflow,extratrees_pooled_AE2,0.021072262217552474,0.003353600781885933,0.0,0.003353600781885933,5,False,,,,,,,0.0
real,R,deepseek,False,sp_highschool2013,extratrees_pooled_AE2,0.036088852794344484,0.011378987228927868,0.0,0.011378987228927868,5,False,,,,,,,0.0
real,R,deepseek,False,sp_hospital,extratrees_pooled_AE2,0.04827641451565111,0.010098393524598894,0.0,0.010098393524598894,5,False,,,,,,,0.0
real,R,deepseek,False,copenhagen_bluetooth,median_AE2,0.1567993430755243,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,deepseek,False,snap_collegemsg,median_AE2,0.3157949930747082,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,deepseek,False,snap_email_eu,median_AE2,0.21560074628952602,1.3877787807814457e-17,0.0,1.3877787807814457e-17,5,False,,,,,,,0.0
real,R,deepseek,False,snap_mathoverflow,median_AE2,0.334460623227364,0.0,1.7554167342883506e-17,0.0,5,False,,,,,,,0.0
real,R,deepseek,False,sp_highschool2013,median_AE2,0.19543570347008538,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,deepseek,False,sp_hospital,median_AE2,0.1550009593092644,0.0,0.0,0.0,5,False,,,,,,,0.0
real,R,qwen_thinking,False,copenhagen_bluetooth,AE2,0.005841995649440464,0.0015394643792155788,3.1184041502749135e-06,0.001539461220826677,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_collegemsg,AE2,0.006251028424146071,0.003127280860849996,0.0004773528177033229,0.0030906342180965687,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_email_eu,AE2,0.022099254980079707,0.005853672435028775,2.909753712375094e-06,0.005853671711836003,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_mathoverflow,AE2,0.004532566091091886,0.0012416736456734344,3.771236166332025e-07,0.0012416735884030615,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,sp_highschool2013,AE2,0.024863190237194913,0.008164353814518962,1.952775802117092e-06,0.008164353580983432,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,sp_hospital,AE2,0.042109194263974255,0.005589015333804924,1.3662601021305768e-06,0.005589015166810688,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,copenhagen_bluetooth,ProfileAE,0.0052947892241921295,0.0007688615359307944,0.0005928384177447876,0.0004895821400742852,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_collegemsg,ProfileAE,0.003071953567471214,0.0011209777911442935,0.00017326805276642247,0.0011075059323223833,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_email_eu,ProfileAE,0.019301205511288187,0.0032964511207134134,0.0019717167340078724,0.0026417651508198166,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_mathoverflow,ProfileAE,0.002270271680337897,0.00059723845057156,6.401974521800111e-06,0.0005972041372624105,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,sp_highschool2013,ProfileAE,0.01630996265612467,0.0038993923052265005,1.6115037835651103e-06,0.003899391972233004,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,sp_hospital,ProfileAE,0.029842098829382498,0.0033942816832059426,0.0010781126130792467,0.003218512286517919,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,copenhagen_bluetooth,delta_AE2,1.065522638440027e-06,1.168555863065009e-06,3.1184041502749135e-06,0.0,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_collegemsg,delta_AE2,0.0005701805021758155,0.0004509162875574598,0.0004773528177033229,0.0,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_email_eu,delta_AE2,1.8643767790149646e-06,3.6015831045176698e-06,2.909753712375094e-06,2.1224359100021123e-06,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_mathoverflow,delta_AE2,1.5575240120857536e-06,1.0732258095187773e-06,3.771236166332025e-07,1.0047842634091799e-06,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,sp_highschool2013,delta_AE2,-3.85434416671678e-06,3.888078917912703e-06,1.952775802117092e-06,3.3621160507310216e-06,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,sp_hospital,delta_AE2,3.297520486245098e-06,2.450209679969602e-06,1.3662601021305768e-06,2.0339274345814025e-06,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,copenhagen_bluetooth,delta_ProfileAE,0.00037006342476207296,0.0006364749119983765,0.0005928384177447876,0.00023160942133082122,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_collegemsg,delta_ProfileAE,0.0002565216173082624,0.00015197956417215648,0.00017326805276642247,0.0,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real,R,qwen_thinking,False,snap_email_eu,delta_ProfileAE,0.0019714916451904927,0.001971944357267714,0.0019717167340078724,2.9961124700285982e-05,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
