stratum,arm,config_id,mock,complete,planned,started,terminal,valid_answers,invalid_terminal,not_started,in_progress,empty_skips,technical_failures,limit_hits,fenced_valid,accuracy_condition,valid_fraction,valid_fraction_MCSE,AE2,AE2_MCSE,sources_with_valid_answers,ProfileAE,ProfileAE_MCSE,signed_rho2,signed_rho2_MCSE,budget_matched,budget_matched_MCSE,baseline_AE2_all,baseline_AE2_all_MCSE,baseline_AE2_matched,baseline_AE2_matched_MCSE,delta_AE2_vs_baseline,delta_AE2_vs_baseline_MCSE,baseline_ProfileAE_all,baseline_ProfileAE_all_MCSE,baseline_ProfileAE_matched,baseline_ProfileAE_matched_MCSE,delta_ProfileAE_vs_baseline,delta_ProfileAE_vs_baseline_MCSE,plugin_AE2_all,plugin_AE2_all_MCSE,plugin_AE2_matched,plugin_AE2_matched_MCSE,delta_AE2_vs_plugin,delta_AE2_vs_plugin_MCSE,plugin_ProfileAE_all,plugin_ProfileAE_all_MCSE,plugin_ProfileAE_matched,plugin_ProfileAE_matched_MCSE,delta_ProfileAE_vs_plugin,delta_ProfileAE_vs_plugin_MCSE,extratrees_AE2_all,extratrees_AE2_all_MCSE,extratrees_AE2_matched,extratrees_AE2_matched_MCSE,delta_AE2_vs_extratrees,delta_AE2_vs_extratrees_MCSE,extratrees_ProfileAE_all,extratrees_ProfileAE_all_MCSE,extratrees_ProfileAE_matched,extratrees_ProfileAE_matched_MCSE,delta_ProfileAE_vs_extratrees,delta_ProfileAE_vs_extratrees_MCSE,median_AE2_all,median_AE2_all_MCSE,median_AE2_matched,median_AE2_matched_MCSE,delta_AE2_vs_median,delta_AE2_vs_median_MCSE,median_ProfileAE_all,median_ProfileAE_all_MCSE,median_ProfileAE_matched,median_ProfileAE_matched_MCSE,delta_ProfileAE_vs_median,delta_ProfileAE_vs_median_MCSE,numeric_model_estimate
real,R,qwen_thinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.018945289702880175,0.002452687395015939,6,0.012617717824788724,0.0012189683524425478,-0.004359783347187099,0.005280106625402459,1.0,0.0,0.017520519757333736,0.0020182232367739494,0.017520519757333736,0.0020182232367739494,0.001424769945546439,0.0011454544472369898,0.012095031892409536,0.0009851988185987654,0.012095031892409536,0.0009851988185987654,0.0005226859323791904,0.0003701127946804377,0.017520519757333736,0.0020182232367739494,0.017520519757333736,0.0020182232367739494,0.001424769945546439,0.0011454544472369898,0.012095031892409536,0.0009851988185987654,0.012095031892409536,0.0009851988185987654,0.0005226859323791904,0.0003701127946804377,0.03008902376885894,0.0026327801207566815,0.03008902376885894,0.0026327801207566815,-0.011143734065978765,0.0027231503667910846,0.02070070890849619,0.0011555984537240294,0.02070070890849619,0.0011555984537240294,-0.008082991083707462,0.0012407693705528153,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,-0.20990343837153191,0.002452687395015939,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,-0.09901390582218779,0.0012189683524425482,True
real,R,qwen_nonthinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.5332151693372572,0.008811895719584946,6,0.431313157239402,0.011236462877339433,0.5332151693372572,0.008811895719584946,1.0,0.0,0.017520519757333736,0.0020182232367739494,0.017520519757333736,0.0020182232367739494,0.5156946495799236,0.0096328146341798,0.012095031892409536,0.0009851988185987654,0.012095031892409536,0.0009851988185987654,0.4192181253469925,0.011468183434897293,0.017520519757333736,0.0020182232367739494,0.017520519757333736,0.0020182232367739494,0.5156946495799236,0.0096328146341798,0.012095031892409536,0.0009851988185987654,0.012095031892409536,0.0009851988185987654,0.4192181253469925,0.011468183434897293,0.03008902376885894,0.0026327801207566815,0.03008902376885894,0.0026327801207566815,0.5031261455683983,0.009510676390735003,0.02070070890849619,0.0011555984537240294,0.02070070890849619,0.0011555984537240294,0.4106124483309059,0.011527798184522773,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,0.3043664412628453,0.008811895719584946,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,0.3196815335924255,0.011236462877339433,True
real,S,qwen_thinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.07129987696930429,0.011124349638206852,6,0.04546120067005802,0.008502594554656755,0.04487830918353192,0.01422033157330546,1.0,0.0,0.030790499047005915,0.00600622577580245,0.030790499047005915,0.00600622577580245,0.04050937792229838,0.01045515944035167,0.015525509946497923,0.0022582529679597454,0.015525509946497923,0.0022582529679597454,0.029935690723560105,0.008380121995636296,0.31269262751090926,0.002459709038702869,0.31269262751090926,0.002459709038702869,-0.24139275054160494,0.01142076447273435,0.24692739334554306,0.003314306048832961,0.24692739334554306,0.003314306048832961,-0.20146619267548513,0.009939419197570831,0.040004815597882014,0.0030342288192522267,0.040004815597882014,0.0030342288192522267,0.03129506137142228,0.0114735685749736,0.024002555063076844,0.0024555903186580844,0.024002555063076844,0.0024555903186580844,0.021458645606981182,0.008866819626884553,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,-0.15754885110510775,0.011124349638206852,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,-0.06617042297691848,0.008502594554656755,True
real,S,qwen_nonthinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.5122485026705907,0.011745900256664285,6,0.4131409350171798,0.0142885177666942,0.5122485026705907,0.011745900256664285,1.0,0.0,0.030790499047005915,0.00600622577580245,0.030790499047005915,0.00600622577580245,0.48145800362358476,0.013033514343018145,0.015525509946497923,0.0022582529679597454,0.015525509946497923,0.0022582529679597454,0.39761542507068187,0.014266327693615527,0.31269262751090926,0.002459709038702869,0.31269262751090926,0.002459709038702869,0.19955587515968143,0.011658873158752988,0.24692739334554306,0.003314306048832961,0.24692739334554306,0.003314306048832961,0.16621354167163668,0.013362051439545644,0.040004815597882014,0.0030342288192522267,0.040004815597882014,0.0030342288192522267,0.4722436870727087,0.01181182784026407,0.024002555063076844,0.0024555903186580844,0.024002555063076844,0.0024555903186580844,0.389138379954103,0.013720889256158617,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,0.28339977459617854,0.011745900256664285,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,0.30150931137020337,0.0142885177666942,True
real,H,qwen_thinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.13017178658273534,0.005525009260805339,6,0.12117020133221545,0.01355887149266638,-0.05540789340522734,0.019959669598258765,1.0,0.0,0.034491948317487024,0.0018988221200032746,0.034491948317487024,0.0018988221200032746,0.09567983826524833,0.006322315613138163,0.04112585935076734,0.0008659265594570713,0.04112585935076734,0.0008659265594570713,0.0800443419814481,0.013399234291303894,0.13337483020085225,0.0025766841457395308,0.13337483020085225,0.0025766841457395308,-0.003203043618116915,0.006069766843010353,0.08958945769761745,0.000748352662141126,0.08958945769761745,0.000748352662141126,0.031580743634597994,0.013612428076660155,0.04173227849522133,0.0021143385339229812,0.04173227849522133,0.0021143385339229812,0.088439508087514,0.006209581158256924,0.03622590888722783,0.0012200844551055448,0.03622590888722783,0.0012200844551055448,0.08494429244498762,0.013089970057280555,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,-0.09867694149167676,0.005525009260805339,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,0.009538577685238935,0.013558871492666378,True
real,H,qwen_nonthinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.4379262804483684,0.016141733350404332,6,0.3283992683505132,0.014932751518097212,0.4379262804483684,0.016141733350404332,1.0,0.0,0.034491948317487024,0.0018988221200032746,0.034491948317487024,0.0018988221200032746,0.40343433213088137,0.01645465526020994,0.04112585935076734,0.0008659265594570713,0.04112585935076734,0.0008659265594570713,0.2872734089997458,0.014999608745176805,0.13337483020085225,0.0025766841457395308,0.13337483020085225,0.0025766841457395308,0.3045514502475162,0.016016980099096818,0.08958945769761745,0.000748352662141126,0.08958945769761745,0.000748352662141126,0.23880981065289575,0.014934044645860215,0.04173227849522133,0.0021143385339229812,0.04173227849522133,0.0021143385339229812,0.39619400195314713,0.016478248950209894,0.03622590888722783,0.0012200844551055448,0.03622590888722783,0.0012200844551055448,0.2921733594632853,0.015120210358900356,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,0.2090775523739564,0.016141733350404332,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,0.21676764470353663,0.014932751518097212,True
real,B,qwen_thinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.21278557073827564,0.013265953952740231,6,0.11290945393912644,0.011320452336675916,-0.06951427510718709,0.01922236523040573,1.0,0.0,0.07653096070843246,0.0050200939974341255,0.07653096070843246,0.0050200939974341255,0.13625461002984318,0.015154925254358438,0.04235272144161592,0.0022108776945186696,0.04235272144161592,0.0022108776945186696,0.0705567324975105,0.011949905240414574,0.18117746237969792,0.002022154285559198,0.18117746237969792,0.002022154285559198,0.03160810835857769,0.013900193261276152,0.09307622465549421,0.0005820836026191033,0.09307622465549421,0.0005820836026191033,0.01983322928363219,0.01143077399654073,0.06356446827309487,0.002556667961257793,0.06356446827309487,0.002556667961257793,0.14922110246518078,0.013498908448675101,0.03843275327874129,0.0017078563924976583,0.03843275327874129,0.0017078563924976583,0.07447670066038513,0.011332098923270558,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,-0.016063157336136433,0.013265953952740231,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,0.0012778302921499045,0.011320452336675918,True
real,B,qwen_nonthinking,False,True,90,90,90,90,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.560970724892813,0.009855878110718157,6,0.4768484979276839,0.015846971597250976,0.560970724892813,0.009855878110718157,1.0,0.0,0.07653096070843246,0.0050200939974341255,0.07653096070843246,0.0050200939974341255,0.48443976418438045,0.01042170502211204,0.04235272144161592,0.0022108776945186696,0.04235272144161592,0.0022108776945186696,0.43449577648606796,0.015550656761941917,0.18117746237969792,0.002022154285559198,0.18117746237969792,0.002022154285559198,0.379793262513115,0.009694478301773368,0.09307622465549421,0.0005820836026191033,0.09307622465549421,0.0005820836026191033,0.3837722732721896,0.015822653091371673,0.06356446827309487,0.002556667961257793,0.06356446827309487,0.002556667961257793,0.49740625661971793,0.010223200670269253,0.03843275327874129,0.0017078563924976583,0.03843275327874129,0.0017078563924976583,0.43841574464894256,0.01596247993555479,0.22884872807441203,1.090341985197066e-17,0.22884872807441203,1.090341985197066e-17,0.3321219968184008,0.009855878110718157,0.11163162364697654,1.7239820508661617e-18,0.11163162364697654,1.7239820508661617e-18,0.36521687428070737,0.015846971597250976,True
dar_a0,R,qwen_thinking,False,True,30,30,30,30,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.015783943609159554,0.0032394664188841863,2,0.008066364826433485,0.0011818648794349313,-0.002861058867048521,0.005711067908401582,1.0,0.0,0.01619172599637857,0.0031682076357711884,0.01619172599637857,0.0031682076357711884,-0.00040778238721901524,0.0002977737568574415,0.008126142612421734,0.0011990739572863235,0.008126142612421734,0.0011990739572863235,-5.977778598825085e-05,0.0003810363069399321,0.01619172599637857,0.0031682076357711884,0.01619172599637857,0.0031682076357711884,-0.00040778238721901524,0.0002977737568574415,0.008126142612421734,0.0011990739572863235,0.008126142612421734,0.0011990739572863235,-5.977778598825085e-05,0.0003810363069399321,0.021072540199249694,0.005903294270757057,0.021072540199249694,0.005903294270757057,-0.00528859659009014,0.0045045082108105365,0.015206702345145262,0.0007962273545678857,0.015206702345145262,0.0007962273545678857,-0.00714033751871178,0.0008797939226981017,0.03568966568008969,0.0,0.03568966568008969,0.0,-0.019905722070930134,0.0032394664188841863,0.03539440336303026,0.0,0.03539440336303026,0.0,-0.027328038536596773,0.001181864879434931,True
dar_a0,R,qwen_nonthinking,False,True,30,30,30,30,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.4816582116250149,0.012001157351596462,2,0.4544777266995189,0.025543195984667054,0.4816582116250149,0.012001157351596462,1.0,0.0,0.01619172599637857,0.0031682076357711884,0.01619172599637857,0.0031682076357711884,0.46546648562863635,0.01227540122479962,0.008126142612421734,0.0011990739572863235,0.008126142612421734,0.0011990739572863235,0.4463515840870972,0.026104757044653905,0.01619172599637857,0.0031682076357711884,0.01619172599637857,0.0031682076357711884,0.46546648562863635,0.01227540122479962,0.008126142612421734,0.0011990739572863235,0.008126142612421734,0.0011990739572863235,0.4463515840870972,0.026104757044653905,0.021072540199249694,0.005903294270757057,0.021072540199249694,0.005903294270757057,0.46058567142576523,0.01416199726138322,0.015206702345145262,0.0007962273545678857,0.015206702345145262,0.0007962273545678857,0.43927102435437365,0.025655003810327363,0.03568966568008969,0.0,0.03568966568008969,0.0,0.4459685459449253,0.01200115735159646,0.03539440336303026,0.0,0.03539440336303026,0.0,0.4190833233364887,0.025543195984667057,True
dar_a0,S,qwen_thinking,False,True,30,30,30,30,0,0,0,0,0,0,0,valid answers only; no imputation; equal source weights,1.0,0.0,0.05294537736067273,0.01512331950533272,2,0.023541400641634014,0.005909896878579518,0.038376981621540254,0.01729458819618017,1.0,0.0,0.030308304123164286,0.010008045172174993,0.030308304123164286,0.010008045172174993,0.02263707323750844,0.013516382761553104,0.01150232918678997,0.002925033534930138,0.01150232918678997,0.002925033534930138,0.012039071454844043,0.005742947647047897,0.18928331426229728,0.009947752624207646,0.18928331426229728,0.009947752624207646,-0.13633793690162455,0.019398678725624674,0.06955474764259464,0.003658948959351479,0.06955474764259464,0.003658948959351479,-0.046013347000960644,0.007706869476373254,0.029978072975330984,0.009296715351747685,0.029978072975330984,0.009296715351747685,0.022967304385341746,0.013958880667908733,0.0191880017382223,0.0024400752180147737,0.0191880017382223,0.0024400752180147737,0.004353398903411713,0.006142054577243502,0.03568966568008969,0.0,0.03568966568008969,0.0,0.01725571168058304,0.01512331950533272,0.03539440336303026,0.0,0.03539440336303026,0.0,-0.01185300272139625,0.005909896878579516,True
